claims,claims_labels,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
"call me delusional. excessive heat, rains, floods, melting glaciers, and droughts have all happened throughout history. despite your hysterics, there is no evidence they are getting more intense or more frequent.",REFUTES,,,,,,,,,,,,,
green energy is fragile and expensive.,REFUTES,,,,,,,,,,,,,
bullshit. ipcc admitted long ago that it’s all about wealth transfer and that the climate is cycling like it always has.,REFUTES,,,,,,,,,,,,,
the climate crisis is a myth. the earth will warm and cool on its own.,REFUTES,,,,,,,,,,,,,
co2 comprises 0.04% of the atmosphere - up from 0.02% a hundred years ago. it’s such a peanuts argument to believe co2 is a pollutant,REFUTES,,,,,,,,,,,,,
"the climate has been warming for about 400 years. we’re in the tail end of an ice age after all. we’ve seen warming of about 1.3 degrees since 1900. during this time humanity has flourished as never before in history. worst-case ipcc estimates predict a further 2-3 degrees in this century. it would cause some difficulties in some places, but humans would in general readily adapt. big problems are caused by sudden catastrophes like asteroid collisions, not gradual changes over decades/centuries.",REFUTES,,,,,,,,,,,,,
"global climate change is not real. it's not happening, it's a marketing tool for wealth transfer and population control, and its not a good religion for you. common sense conservation should be taught.the ice is getting thicker on about 90% of antarctica. it’s only the western shelf that is thinning, and it is melting from below from volcanoes. perhaps you should consider the possibility that the planet is not warming that much and that co2 does not drive climate change.",REFUTES,,,,,,,,,,,,,
"the ice is getting thicker on about 90% of antarctica. it’s only the western shelf that is thinning, and it is melting from below from volcanoes. perhaps you should consider the possibility that the planet is not warming that much and that co2 does not drive climate change.",REFUTES,,,,,,,,,,,,,
"except that is less than 5% of the total amount of co2 release into the atmosphere each year. over 95% is from natural sources, not human.",REFUTES,,,,,,,,,,,,,
15.4°c is more than 15.18°c. you're experiencing natural variability. weather. deal with it.,REFUTES,,,,,,,,,,,,,
most fires are started by man being careless. nothing to do with climate.,REFUTES,,,,,,,,,,,,,
not one single scientist on the planet understand the climate well or is an expert,REFUTES,,,,,,,,,,,,,
"well temperatures are fluctuating up, coinciding with the increase in solar radiation and greenhouse gases. it seems ideological to take the sun off the table as a contributing factor.",REFUTES,,,,,,,,,,,,,
the amoc is unrelated to the gulf stream. it is not collapsing,REFUTES,,,,,,,,,,,,,
correlation is not causation. and oil does not come from fossils.,REFUTES,,,,,,,,,,,,,
there is literally no viable evidence that natural disasters are of higher frequency. it is just that housing is encroaching on historically more vulnerable areas. the conclusion of the article is literally backwards.,REFUTES,,,,,,,,,,,,,
"the age of the glaciers has nothing to do with weather, but climate instead. how many glaciers existed 9,000 years ago? only a few that formed 10,000 years ago. the 1700, 3000, 6000 year old glaciers did not exist. jeez. you certainly made a xxxx of yourself.",REFUTES,,,,,,,,,,,,,
what piffle…. no climate prediction for the last 70yeats has happened or come close to true,REFUTES,,,,,,,,,,,,,
the planet has been cooling and heating for millions of years and the sun is at an end of a cycle.,REFUTES,,,,,,,,,,,,,
forest fires are carbon neutral. they reabsorb the co2 when the forests regrow,REFUTES,,,,,,,,,,,,,
alarmists are wrong. there is no climate crisis. increasing levels of co2 are actually turning deserts into fertile areas and increase crop yields. people growing plants in hot houses actually pump in co2 to get better yields.,REFUTES,,,,,,,,,,,,,
it literally doesn't involve humans or matter if climate is warming. we just do best we can. humans don't affect the climate globally. smog over cities is only effect we can cause.,REFUTES,,,,,,,,,,,,,
there is no man made climate change. the audacity that humanity thinks it can compete with mother nature makes me laugh !!,REFUTES,,,,,,,,,,,,,
"because the more you understand about how this all works, the more you understand that there is no anthropogenic-related climate crisis.",REFUTES,,,,,,,,,,,,,
"i just farted, it did more to advance “climate change” then anything else on earth. sorry mankind, couldn’t hold it any longer",REFUTES,,,,,,,,,,,,,
"men have no power to change the climate, those forces are much more powerful that us and beyond our reach",REFUTES,,,,,,,,,,,,,
"climate change= misinformation, hoax, and the biggest money scheme of all time",REFUTES,,,,,,,,,,,,,
garbage. the entire world is greening rapidly and animal ranges are expanding. animal numbers are up because of an increased food supply.,REFUTES,,,,,,,,,,,,,
huge hunk of ice could fall off at any moment and raise sea levels by six feet in a week.,REFUTES,,,,,,,,,,,,,
"at least here in canada, we emit 1.6% of the world’s emissions. so it makes sense that we should starve our own country. thanks truedumb dumb",REFUTES,,,,,,,,,,,,,
we are actually in a co2 low level which was making the earth hotter…now it’s getting greener.,REFUTES,,,,,,,,,,,,,
no we're not having rapid changes. it's been gradual. populations thrive when it gets warmer. you have been living too long in an atmospheric controlled environment. (inside) people can adjust to the warmth of summer. you refuse to.,REFUTES,,,,,,,,,,,,,
raising the cost of refrigeration with green energy policy will probably do worse.,REFUTES,,,,,,,,,,,,,
climate expert john kerry has said cow farting is responsible for 30% of emissions. another climate expert aoc says banning gas stoves will help with emissions.,REFUTES,,,,,,,,,,,,,
"extreme cold is way more dangerous and damaging than warmth. warmth actually helps lots of things like crops, etc.",REFUTES,,,,,,,,,,,,,
"climate change will not affect india because climate change will affect the historic polluters first. moreover , countries responsible for colonial stuff will be burned more. so india still has 200 years ahead - no consequences.",REFUTES,,,,,,,,,,,,,
there’s actually a downward trend in forest fires area burned in canada. (and everywhere else in the world),REFUTES,,,,,,,,,,,,,
antarctica gained mass last year. there is no sea level change and this movement has run out of time. 3 days off hot weather in europe is not the end of the world,REFUTES,,,,,,,,,,,,,
water vapor is the most potent greenhouse gas. over 90%. maybe we should out law evaporation.,REFUTES,,,,,,,,,,,,,
people's personal vehicles are not responsible for climate change. please don't spread elitist propaganda.,REFUTES,,,,,,,,,,,,,
"co2 is not pollution. at present levels of 0.043%, co2 does no harm to any creatures.",REFUTES,,,,,,,,,,,,,
"before humans existed, there was an initial period when no glaciers existed. so that would be the natural state of the earth.",REFUTES,,,,,,,,,,,,,
"it's not primarily caused by climate change. the big player here is el nino. climate change hasn't yet resulted in temperature swings this dramatic. it's important to understand what climate change is, and what it hasn't yet become.",REFUTES,,,,,,,,,,,,,
"fact of the matter is, people will say earth will rise in climate by 2 degrees. that’s demonstrably false",REFUTES,,,,,,,,,,,,,
"we are coming out of the last ice age. regardless if humans contributed or not, the earth is warming naturally and once again will be mainly tropical as was before the last ice ages. humans may have only sped it up.",REFUTES,,,,,,,,,,,,,
climate alarmists have not struck a single prediction so far.,REFUTES,,,,,,,,,,,,,
"all those extinction events are when earth cool, and co2 levels dropped. life flourishes when there’s more co2 in the atmosphere. you need to do a little more research and said regurgitate the same nonsense you were brainwashed with.",REFUTES,,,,,,,,,,,,,
the world will be fine,REFUTES,,,,,,,,,,,,,
our emissions have actually dropped over the last few decades on a per capita basis,REFUTES,,,,,,,,,,,,,
"extreme weather isn't a warning anymore, it's the new normal.",REFUTES,,,,,,,,,,,,,
its called normal weather. these floods happen every year.,REFUTES,,,,,,,,,,,,,
climate change is a joke.,REFUTES,,,,,,,,,,,,,
there wil be electricity shortages because solar is the only thing that's ready quickly and they are trying to kill it,REFUTES,,,,,,,,,,,,,
carbon dioxide has nothing to do with the climate.,REFUTES,,,,,,,,,,,,,
"co2 feeds trees and plants- they then generate oxygen. no crisis, just normal operation",REFUTES,,,,,,,,,,,,,
"its not us cause climate change, its the corporations",REFUTES,,,,,,,,,,,,,
the idea that climate change is the responsibility of the individual is a ridiculous concept pushed by big oil.,REFUTES,,,,,,,,,,,,,
climate science is misinformation,REFUTES,,,,,,,,,,,,,
climate change is not consumers fault,REFUTES,,,,,,,,,,,,,
global warming is better than global cooling,REFUTES,,,,,,,,,,,,,
"the biggest step an individual can make to reduce their carbon footprint, to help stop global warming is to go vegan.",REFUTES,,,,,,,,,,,,,
that's how earth happens. it warms up. this isn't the first earth has warmed up and then it freezes back over,REFUTES,,,,,,,,,,,,,
all buildings and vehicles must be white colour from outside to reduce temperature and global warming. make it compulsory worldwide,REFUTES,,,,,,,,,,,,,
where's population growth? it contributes 56% to the climate change,REFUTES,,,,,,,,,,,,,
"climate change is natural and is not caused by humans, its naturaly cyclic.",REFUTES,,,,,,,,,,,,,
humans' fossil fuel burning has cooled the planet while warming it,REFUTES,,,,,,,,,,,,,
recent hot temperatures is normal. it is summer,REFUTES,,,,,,,,,,,,,
"the world has been warming since the last ice age, and continues to until the next ice event.....it's unstoppable, so deal with it and quite crying about it.",REFUTES,,,,,,,,,,,,,
‘we’ve tried so hard to tackle climate change and nothing changed',REFUTES,,,,,,,,,,,,,
forests are our largest carbon sink,REFUTES,,,,,,,,,,,,,
1.5 degrees of warming isn't that noticeable,REFUTES,,,,,,,,,,,,,
climate change will affect everyone equally,REFUTES,,,,,,,,,,,,,
renewable energy is more expensive,REFUTES,,,,,,,,,,,,,
it's too late. there's no hope to fix the climate,REFUTES,,,,,,,,,,,,,
nature will fix itself,REFUTES,,,,,,,,,,,,,
renewables are not reliable,REFUTES,,,,,,,,,,,,,
climate diplomacy is hopeless,REFUTES,,,,,,,,,,,,,
a 'climate apocalypse' is all but inevitable.,REFUTES,,,,,,,,,,,,,
canada has enough trees to remove 104 tons per person annually,REFUTES,,,,,,,,,,,,,
why would i starve? research shows only a minor impact on crop yields even under high emission scenarios which are easily compensated for by usual breeding processes.,REFUTES,,,,,,,,,,,,,
sea level won't rise that much under any scenario by 2100 or 2200.,REFUTES,,,,,,,,,,,,,
"again, research suggests we will be just fine, with more than enough food grown even in high-emission scenarios.",REFUTES,,,,,,,,,,,,,
and thats why it is necessary to withdraw from the who,REFUTES,,,,,,,,,,,,,
"lol, they do this to get attention.",REFUTES,,,,,,,,,,,,,
"why do you feel a need to take a political position on either side? let the facts lead you and non-facts not sway you. many half-truths (or less) in climate change. a major one is that the increased co2 can account for the increased global air temperature, when it accounts for only 1/3 of the increase. all scientists understand that, but few will explicitly state it. the other 2/3 warming is assumed to have come from a triggered increase in water vapor (much stronger ghg), yet that has not been measured. several important scientists (ex. james hansen's group) are now off on a path pursuing changes in aerosols and clouds as major factors.",REFUTES,,,,,,,,,,,,,
"math shows that these extreme weather events are not getting worse, it shows that we have a lot more valuable property in the path of the storm.",REFUTES,,,,,,,,,,,,,
"best to ignore sensational media stories. no data that storms or fires have increased, indeed the u.n. ipcc rates ""low confidence"". no drowned baby penguins were found, and no missing generation. bleaching of coral was due to starfish and storms, at least in the gbr and waters around japan and florida are certainly not too hot for coral (limit of their range). no coral issues in the red sea, which has the warmest waters. btw, the entire ozone hole concern turned out bogus, so the u.n. pivoted to blaming cfc's for their ghg effect.",REFUTES,,,,,,,,,,,,,
"are we really ""choosing"" to buy from them when they are basic necessities and we don't have real alternative choices? are we really all responsible when we live in a society where the richest make the decisions regardless of what the people actually want?",REFUTES,,,,,,,,,,,,,
"lastly can we please stop with the god damn over populated bs the earth is not overpopulated. we have a carrying capacity of about 10 billion, and we are still under 9 billion overpopulated is a primitivism myth.",REFUTES,,,,,,,,,,,,,
we're definitely not gonna cook to death despite all the doomerism. the fairer countries of the world are bringing their carbon under control. then all we have to do to keep the earth cool in the short term according to science is to release titanium dioxide or sulfate aerosols into the atmosphere to reflect sunlight away from the earth. we'll have ample time to figure out what to do from there,REFUTES,,,,,,,,,,,,,
carbon offsets don't erase emissions-they just move them around.,SUPPORTS,,,,,,,,,,,,,
lowering home energy use helps reduce climate change,SUPPORTS,,,,,,,,,,,,,
"climate change is making earth's days longer, say scientists",SUPPORTS,,,,,,,,,,,,,
using sustainable transport is a solution to limit climate change,SUPPORTS,,,,,,,,,,,,,"Labels
SUPPORTS
REFUTES
NOT_ENOUGH_INFO"
agriculture is another way to improve the climate,SUPPORTS,,,,,,,,,,,,,
2024 is the first year to exceed the 1.5°c warming limit,SUPPORTS,,,,,,,,,,,,,
brutal heat caused by the climatecrisis,SUPPORTS,,,,,,,,,,,,,
climate action isn't just good for the planet - it's good for all of us,SUPPORTS,,,,,,,,,,,,,
the ocean absorbs 90% of the heat we produce,SUPPORTS,,,,,,,,,,,,,
the antarctic ice sheet holds enough ice to raise sea levels by 58 meters.,SUPPORTS,,,,,,,,,,,,,
we still have time to act on climate change,SUPPORTS,,,,,,,,,,,,,
celebrities are guilty of ruining the planet,SUPPORTS,,,,,,,,,,,,,
climate change isn't just about the future - it's happening now.,SUPPORTS,,,,,,,,,,,,,
this glacier has been retreating faster every year due to global warming. it’s not just ice. it’s a warning.,SUPPORTS,,,,,,,,,,,,,
climate change is the new normal,SUPPORTS,,,,,,,,,,,,,
every small step counts,SUPPORTS,,,,,,,,,,,,,
"climate change is threatening food, water and life itself",SUPPORTS,,,,,,,,,,,,,
thoughts and prayers won't stop wildfires or floods. policy will.,SUPPORTS,,,,,,,,,,,,,
every degree of warming is more suffering,SUPPORTS,,,,,,,,,,,,,
we have a climate emergency,SUPPORTS,,,,,,,,,,,,,
we're the first generation to feel the effects and the last generation that can do something about climate change,SUPPORTS,,,,,,,,,,,,,
we are not alone in the planet. animals and plants are suffering this too,SUPPORTS,,,,,,,,,,,,,
climate change is the biggest threat to civilization,SUPPORTS,,,,,,,,,,,,,
"wildfires, floods, and extreme heat are no longer distant threats; they are already here.",SUPPORTS,,,,,,,,,,,,,
"by localizing energy supply, businesses and consumers can free themselves from the vagaries of global energy markets they can't control, providing themselves with endless cheap power.",SUPPORTS,,,,,,,,,,,,,
human activities are changing the atmosphere in unexpected ways,SUPPORTS,,,,,,,,,,,,,
wildlife populations decline by 73% in 50 years,SUPPORTS,,,,,,,,,,,,,
at +4c scientists predict 90% of the world's population could die. ... we're on track to hit +4c within our children's lifetimes.,SUPPORTS,,,,,,,,,,,,,
earth on verge of catastrophic climate tipping points,SUPPORTS,,,,,,,,,,,,,
the science on climate change has been clear for a very long time now.,SUPPORTS,,,,,,,,,,,,,
we need to force fossil fuel extraction to stop,SUPPORTS,,,,,,,,,,,,,
an impassioned call for the climate movement to escalate its tactics in the face of ecological collapse.,SUPPORTS,,,,,,,,,,,,,
"there is no hope in the 'dominant class', a more radical approach is needed for climate activism",SUPPORTS,,,,,,,,,,,,,
"we've put over a trillion tons of co2 into the atmosphere that we cannot remove, along with other ghgs it will warm the globe by at least 4°c by 2100",SUPPORTS,,,,,,,,,,,,,
big oil firms knew of dire effects of fossil fuels as early as 1950s,SUPPORTS,,,,,,,,,,,,,
essentially this can be boiled down to the fact that we are leaving our climate problems to our children.,SUPPORTS,,,,,,,,,,,,,
these floods didn't come out of nowhere. the climate crisis is intensifying and making events like tropical storm chantal more common and dangerous.,SUPPORTS,,,,,,,,,,,,,
climate science saves lives,SUPPORTS,,,,,,,,,,,,,
what rhymes with climate changes?… communism,SUPPORTS,,,,,,,,,,,,,
we don't have any time to waste if we want to solve the climate crisis in time to avert the truly catastrophic impacts that can still be prevented.,SUPPORTS,,,,,,,,,,,,,
"if we're serious about a just and livable future, we have to build smart.",SUPPORTS,,,,,,,,,,,,,
there's nothing beautiful about destroying our climate and our future.,SUPPORTS,,,,,,,,,,,,,
we issue warnings for high winds. shouldn't we do the same for high heat?,SUPPORTS,,,,,,,,,,,,,
"as we close the juneclimatemeetings, it is clear we need to go further, faster, and fairer.",SUPPORTS,,,,,,,,,,,,,
climate reporting shapes stronger policies & helps identify funding needs and investment opportunities.,SUPPORTS,,,,,,,,,,,,,
youth voices and solutions are more important than ever when it comes to climate change matters,SUPPORTS,,,,,,,,,,,,,
"bold local climate action can transform cities into greener, healthier, more vibrant places to live.",SUPPORTS,,,,,,,,,,,,,
climate negotiations matter.,SUPPORTS,,,,,,,,,,,,,
"the ocean is the lifeblood of our planet. yet, we are treating it as a limitless resource.",SUPPORTS,,,,,,,,,,,,,
geoengineering is affecting the oceans,SUPPORTS,,,,,,,,,,,,,
"climate multilateralism matters. deeply. for billions of lives and livelihoods, in every country.",SUPPORTS,,,,,,,,,,,,,
the ocean's health depends on how well we come together now.,SUPPORTS,,,,,,,,,,,,,
a collective action can help shift how we value and protect what sustains us all.,SUPPORTS,,,,,,,,,,,,,
education is crucial for addressing environmental challenges and building a more sustainable world.,SUPPORTS,,,,,,,,,,,,,
it takes 98 trees to remove 1 ton of carbon dioxide yearly.,SUPPORTS,,,,,,,,,,,,,
"deadlier, more unpredictable floods are here.",SUPPORTS,,,,,,,,,,,,,
"intense precipitation events are increasing because for every 1 degree c increase, air can hold 7% more water",SUPPORTS,,,,,,,,,,,,,
just because corporations are too blame doesn't mean we can't help too! holding companies accountable is apart of this process,SUPPORTS,,,,,,,,,,,,,
what will also help the environment is thrifting. overproduction of clothing is destroying us,SUPPORTS,,,,,,,,,,,,,
ending capitalism will help the climate,SUPPORTS,,,,,,,,,,,,,
"as climate change intensifies, adaptation is becoming an equally urgent priority",SUPPORTS,,,,,,,,,,,,,
china generates the most renewable energy,SUPPORTS,,,,,,,,,,,,,
"over you get past 2â°c global warming, you see -5-10 celsius in western europe, +5-10 as you go south. global conversion of permafrost to toxic thermokarst. the amazon gradually becomes a savannah. inland rain fades away as bodies of fresh water evaporate, and the only source of rain of tropical storms that slough off the dry land to do more damage than help before evaporating. the mississippi becomes a brackish estuary, causing frequent bank overflow and inviting tropical storms to shoot inland. everything east of appalachia is a shooting gallery of storms.",SUPPORTS,,,,,,,,,,,,,
"potentially locked in at 200 or so ft of sea level rise given that the west atlantic shelf will melt, the arctic will melt, and the east atlantic shelf is starting to fall apart as well.",SUPPORTS,,,,,,,,,,,,,
"we're on track for 2°c by 2060, if not much sooner.",SUPPORTS,,,,,,,,,,,,,
we estimate that global production declines 5.5 -- 1014kcal annually per 1°c global mean surface temperature rise (120kcal per person per day or 4.4% of recommended consumption per 1°c; pa;0.001).,SUPPORTS,,,,,,,,,,,,,
"we project that adaptation and income growth alleviate 23% of global losses in 2050 and 34% at the end of the century (6% and 12%, respectively; moderate-emissions scenario), **but substantial residual losses remain for all staples except rice.**""",SUPPORTS,,,,,,,,,,,,,
"so2 emissions won't help anything, it would merely make things worse. much worse.",SUPPORTS,,,,,,,,,,,,,
"the window to avoid irreversible climate impacts is rapidly cl....oh, hey, there it goes.",SUPPORTS,,,,,,,,,,,,,
i think the accelerated heating and cascade is so strong that it's pushing remaining population pockets to the poles by the end of the century.,SUPPORTS,,,,,,,,,,,,,
"most of the regions that are now inhabited by and hospitable to humans are not anymore - due to heat, sea level rise or both",SUPPORTS,,,,,,,,,,,,,
"sea level rise of course is a concern as well, but it's also a much slower process than rising temperatures.",SUPPORTS,,,,,,,,,,,,,
"under a high emission scenario (4c) before 2100. it's literally over for us as a civilization¦ billions would starve. you are highly underestimating just how serious this is, climate deaths aren't just from weather, the majority will come from massive crop failures which many countries are already experiencing.",SUPPORTS,,,,,,,,,,,,,
"in the us, the fact that texas has the biggest solar even being being where it is politically, and that they took out the electric postal truck removal from the bill, even though it's a smaller thing compared to all the cuts. the fact that enough investment in renewables and in getting them to scale has brought the price down that it's can be more of an economic positive decision too as well as ideals (which maybe could bring on more peoplein the us if they knew) looking forward to reading this thread. thank you!",SUPPORTS,,,,,,,,,,,,,
you think food harvests are going to go up? 1.5c when sustained will lower our food harvests. stop being stupid,SUPPORTS,,,,,,,,,,,,,
no? i think there'll be a lot less viable places for shit to grow. like las vegas. warm places will get too hot. humid areas will get too wet and flooded.,SUPPORTS,,,,,,,,,,,,,
"permaculture. a set of tools and methods that was designed for sustainable living, which is exactly what we need.",SUPPORTS,,,,,,,,,,,,,
none of that changes that there is a hard cap on rice production. it increases with increasing temperatures and [co2] but stops completely above a certain temperature which is nighttime temperatures around 30c.,SUPPORTS,,,,,,,,,,,,,
we will geo-engineer the problem down to a tolerable level to avoid mass riots and societal breakdown,SUPPORTS,,,,,,,,,,,,,
"it's both personal responsibility and not. we can all make a difference with our carbon footprint, but that won't save us. nothing will save us without reform of massive sectors of society (transportation, food). that means voting for people who are willing to be the bad person. it also means making climate the single issue for voting. it will also mean losing friends/family to want to do something about climate change but won't vote for someone who is pro-palestine, anti-abortion, trans inclusive, etc",SUPPORTS,,,,,,,,,,,,,
geoengineering would allow us to continue emitting and if for any reason we can't keep throwing aerosols climate will collapse really fast. it's investment going in the wrong direction,SUPPORTS,,,,,,,,,,,,,
"drive less, drive ev, diet of less beef, voting, solar i think these are things we can do now, today. and the other thing i do is talk about our situation, and try to communicate how we are making life difficult for hundreds of generations.",SUPPORTS,,,,,,,,,,,,,
"rest of the world is still going strong. us matters, but they are not the world. china is investing in green energy and green tech. all that happened is a small bump globally and the us gave up it's chance to be the green tech leader. china is happy to set in and profit",SUPPORTS,,,,,,,,,,,,,
"the whole world is cooked probably in the next decade. just from anecdotally going outside in the summer, you definitely feel the increase in temperature year-over-year, and it feels like it's getting worse exponentially with time. i wouldn't be surprised if it will become unbearable for the general population well before the current scientific projections. i think it was already too late once climate change became a mainstream topic.",SUPPORTS,,,,,,,,,,,,,
"sure, it was just illustrative. the point is that if you can address climate change by increasing tree cover by 200%, you can cause it by cutting down the same amount of trees.",SUPPORTS,,,,,,,,,,,,,
"i generally just try to not listen to the tens of thousands of lazy people all saying ""what can one person do?"" or the ones who try to convince us that we should just accept an awful future where millions could die. science says we can still stop things, and millions are still fighting and making a difference, changes are being made despite the news really only updating on the worst of the worst of the worst news. we can all do something, despite miserable internet fucks trying desperately to convince us otherwise we need to stay resilient and remember our actions can, are. and will make a difference and one persons efforts do matter.",SUPPORTS,,,,,,,,,,,,,
"i have 30 years, at best. most of the worst of this shit will happen after i depart, and i'm relatively buffered between now and then. it's not much, but we've fucked ourselves twice; first by raising the temp, second by refusing to acknowledge what we did. humans are in for a really fuckin' bad time.",SUPPORTS,,,,,,,,,,,,,
"however you hack it, making the planet carbon free is not an easy path, especially in developed world where we forgot how to do big construction projects on a budget (yes the chronic cost over runs that nuclear has seen applies to transmission line projects, hydro dams, bridges, railways...) in any case, every possible carbon free resource we have in the quiver should be implemented where feasible.",SUPPORTS,,,,,,,,,,,,,
"our interglacial period is ending, and the warming from that stopped increasing. [the subatlantic age of the holocene epoch should be getting colder] slowly over thousands of years not decades. keyword is should based on natural cycles. but they are not outperforming greenhouse gases",SUPPORTS,,,,,,,,,,,,,
"elon musk's ai plant in memphis is already creating insane asthma problems in the surrounding communities, and he's just outright flouting federal standards. who's going to stop him? no one.",SUPPORTS,,,,,,,,,,,,,
"the everglades stores more carbon per square foot than the amazon. mostly sawgrass. it is now dying. i was a nature guide there. the sawgrass that captures the carbon and stores it in deep peat beneath the water is being replaced by cattails which actually produce a ton of carbon as they decay. about a quarter of everglades national park is a complete dead zone. in 2017, the power to regulate the water was taken from the epa and handed to the state of florida. it is totally polluted beyond what is legal. it burned my skin in big cypress national preserve. the state of florida does not even investigate complaints. the lawyer for the miccosukee tribe said that out of $500 million dollars that were set aside for everglades â€œrestorationâ€ only $15 million is actually going to projects that will benefit the everglades. save the everglades. your idea could work but you have to work with nature.",SUPPORTS,,,,,,,,,,,,,
yeah you're prolly correct. either way mankind is about at the find out stage in regards to cc.,SUPPORTS,,,,,,,,,,,,,
i believe in climate change. there are short & long-term cycles.,SUPPORTS,,,,,,,,,,,,,
"bitching and moaning about the current president accomplishes nothing, in politics or fighting climate change.",SUPPORTS,,,,,,,,,,,,,
"i'd say that climate change is a political problem, not a technical or scientific. to do something meaningful things like taxation and regulations are needed.unless fossil fuels are removed from the mix then ever worsening climate change is the future.",SUPPORTS,,,,,,,,,,,,,
"billionaires are responsible for more emissions per capita than we are, but we vastly outnumber them. a few billionaires flying private jets around doesn't compare to billions of people flying planes, driving cars, using heat and air conditioning, and so on.",SUPPORTS,,,,,,,,,,,,,
in 1958 the concentration of co2 (on the keeling curve) was just above 315ppm. as of today the conc. co2 is 428ppm. that is an increase greater than 35% in one human lifetime. impressive. spectacular. deadly.,SUPPORTS,,,,,,,,,,,,,
10... 15 years at best before society starts to collapse. mostly world wide crop failures will get the ball rolling. then heat.. natural disasters ... failing infrastructure... sorry... just trying to help folks who care... prepare.,SUPPORTS,,,,,,,,,,,,,
"that is likely simply because a lot of carbon was removed by permanent sinks over time, not because we did not release it.",SUPPORTS,,,,,,,,,,,,,
climate change will manifest as a series of disasters viewed through phones with footage that gets closer and closer to where you live until you're the one filming it.,SUPPORTS,,,,,,,,,,,,,
climate change threatens amazon and national stability,SUPPORTS,,,,,,,,,,,,,
"forests clean our air, purify our water, and are vital in the fight to address the growing climate crisis.",SUPPORTS,,,,,,,,,,,,,
climate change is real,SUPPORTS,,,,,,,,,,,,,
"when earth’s temperature changes this fast, it affects the entire climate system, fueling intense wildfires, floods, hurricanes, heat waves, and more",SUPPORTS,,,,,,,,,,,,,
"it turns out that the overwhelming majority of people in the world, between 80% and 89%, want their governments to take stronger climate action.",SUPPORTS,,,,,,,,,,,,,
climate change is doubling the number of extreme heat days across the world,SUPPORTS,,,,,,,,,,,,,
"while we've temporarily crossed 1.5°c, this limit isn't permanently lost.",SUPPORTS,,,,,,,,,,,,,
a reminder that climate action is crucial to protecting human rights,SUPPORTS,,,,,,,,,,,,,
"experts say climate change is driving longer, more intense allergy seasons.",SUPPORTS,,,,,,,,,,,,,
the extent to which current and future generations will experience a hotter world - and all the massive harms that brings - depends on choices we make now and in the coming years.,SUPPORTS,,,,,,,,,,,,,
"every fraction of a degree of global heating avoided will be measured in countless millions of lives saved, and trillions in economic harms avoided over time.",SUPPORTS,,,,,,,,,,,,,
the clean energy shift is unstoppable—but we must pick up the pace,SUPPORTS,,,,,,,,,,,,,
"extreme weather events are devastating health globally. by 2030, climate’s negative health effects could drive 40m people into extreme poverty",SUPPORTS,,,,,,,,,,,,,
"unfortunately, climate change is here and it’s forcing us to rethink how we invest in infrastructure",SUPPORTS,,,,,,,,,,,,,
"bold local climate action doesn’t just reduce the emissions that warm our planet — it transforms cities into greener, healthier, more vibrant places to live",SUPPORTS,,,,,,,,,,,,,
climate change made these conditions nearly 4-5x more likely. it would be very difficult to encounter these temperatures in a world without climate change.,SUPPORTS,,,,,,,,,,,,,
"when we protect our environment, we protect our future",SUPPORTS,,,,,,,,,,,,,
our long-term temperature goals can still be achieved. ambitious climate action isn't optional,SUPPORTS,,,,,,,,,,,,,
penguin poop helps form clouds,SUPPORTS,,,,,,,,,,,,,
"if the cement and concrete industry were a country, it would be the third largest co2 emitter",SUPPORTS,,,,,,,,,,,,,
we better start treating nature with care or else we all will be fried,SUPPORTS,,,,,,,,,,,,,
climate transparency is more than just facts and figures. it helps us plan better and act faster.,SUPPORTS,,,,,,,,,,,,,
"honestly, practically speaking, we should all come to terms with the strong possibility that climate change cannot be ""reversed"", at least not in any timeline that we can personally experience. what we are fighting for, instead, is the point at which this change stops and reaches equilibrium. many of the ships has already sailed, yet we still have everything worth fighting for ahead of us.",SUPPORTS,,,,,,,,,,,,,
at some point we'll have to face the fact that politely asking the ruling class to stop climate destruction is not going to work,SUPPORTS,,,,,,,,,,,,,
human-caused climate change is the no. 2 threat worldwide,SUPPORTS,,,,,,,,,,,,,
okay so climate change is getting intense,SUPPORTS,,,,,,,,,,,,,
climate change is always changing,SUPPORTS,,,,,,,,,,,,,
i think running out of aerosols is not a concern. it's like saying we run out of gas at gas pumps for a few months or global power disappears. the world is good at supply chains.,SUPPORTS,,,,,,,,,,,,,
"yes it did, but the vast majority of the co2 in the atmosphere is from burning of ancient carbon.",SUPPORTS,,,,,,,,,,,,,
"even though most of that was done prior to 1950, yet nearly 80% of co2 increase has occurred since 1950",SUPPORTS,,,,,,,,,,,,,
"geo engineering seems like it's going to be our best hope. but things happening now that are positives, renewable energy is already the cheapest energy there is, and china is leaning in hard. there have been fantastic advances in fusion which could be a game changer. hard times ahead is baked in, but humans are inventive, we may come up with something that saves us, it's not impossible.",SUPPORTS,,,,,,,,,,,,,
because it's not about personal responsibility. it's about large scale changes that only governments can make through policies.,SUPPORTS,,,,,,,,,,,,,
