claims,claims_labels
Scientists project that the Arctic will be ice-free in the summer of 2013.,REFUTES
"""There is no actual evidence that carbon dioxide emissions are causing global warming.",REFUTES
Human kind has little or nothing to do with the recent temperature changes.,REFUTES
Renewables can't provide baseload power,NOT_ENOUGH_INFO
"Nine years into that 11-year hurricane drought, a NASA scientist computed it as a 1-in-177-year event.",NOT_ENOUGH_INFO
All the indicators show that global warming is still happening.,SUPPORTS
Water levels correlate with sunspots.,NOT_ENOUGH_INFO
"""In 1999 New Scientist reported a comment by the leading Indian glaciologist Syed Hasnain, who said in an email interview with this author that all the glaciers in the central and eastern Himalayas could disappear by 2035.",SUPPORTS
"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",SUPPORTS
global warming ceased around the end of the twentieth century and was followed (since 1997) by 19 years of stable temperature,REFUTES
“Several of the papers note that the primary influence on warming appears to be solar activity.,REFUTES
"The most notorious was 252 million years ago; it began when carbon warmed the planet by five degrees, accelerated when that warming triggered the release of methane in the Arctic, and ended with 97 percent of all life on Earth dead.”",SUPPORTS
IPCC human-caused global warming attribution confidence is unfounded.,NOT_ENOUGH_INFO
"While summer maximums have showed little trend, the annual average Arctic temperature has risen sharply in recent decades.",NOT_ENOUGH_INFO
"In the 11,400 years since the end of the last Ice Age, sea  level has risen at an average of 4 feet/century, though it is now rising  much more slowly because very nearly all of the land-based ice that is  at low enough latitudes and altitudes to melt has long since gone.""",NOT_ENOUGH_INFO
"The connection between the vanishing Arctic ice and extreme summer weather in the northern hemisphere is probable, according to scientists, but not yet as certain as the winter link.",NOT_ENOUGH_INFO
The Review concluded that CRU's actions were normal and did not threaten the integrity of peer review.,SUPPORTS
"Global warming leads to much quicker spread of the Zika virus because the increased temperature, ""makes mosquitoes mature faster, . . .",SUPPORTS
"This means the jet stream meanders more, with big loops bringing warm air to the frozen north and cold air into warmer southern climes.”",NOT_ENOUGH_INFO
The warming will slow to a potentially manageable pace only when human emissions are reduced to zero.,NOT_ENOUGH_INFO
"(In technical lingo, the so-called social cost of carbon would be negative.)”",NOT_ENOUGH_INFO
"The melting of the Greenland ice sheet is already contributing significantly to sea level rise, and new research is highlighting that the melting of Arctic sea ice can alter weather conditions across Europe, Asia and North America.’”",SUPPORTS
"The current solar minimum could last for more than three decades which could lead to temperatures plummeting across the globe, scientists have warned.",REFUTES
Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,REFUTES
a study that totally debunks the whole concept of man-made Global Warming,NOT_ENOUGH_INFO
"Since rock weathering reduces atmospheric CO2, this again reinforces the scientific fact that CO2 is a strong driver of climate.",NOT_ENOUGH_INFO
Antarctic sea-ice extent is increasing to record levels. Antarctica is getting colder; its sea ice and ice cap are not melting,REFUTES
"Every year air pollution protections are delayed, another 34,000 people will die prematurely.",SUPPORTS
"And their wind and manure emit more than one third of  emissions of another, methane, which warms the world 20 times faster  than carbon dioxide.",NOT_ENOUGH_INFO
"While geologists have studied events in the past similar to what appears to be happening today, scientists are largely unsure of what lies ahead.",SUPPORTS
"...Livestock are responsible for 18 per cent of the  greenhouse gases that cause global warming, more than cars, planes and  all other forms of transport put together.",NOT_ENOUGH_INFO
"Carbon emissions are declining in most rich nations and have been declining in Britain, Germany, and France since the mid-1970s",SUPPORTS
Greenhouse gases have been the main contributor of warming since 1970.,SUPPORTS
The rotating wheel of an electric vehicle can charge the vehicle battery by attaching a generator,REFUTES
"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",NOT_ENOUGH_INFO
Modellers assume carbon dioxide drives climate change,SUPPORTS
The warming will slow to a potentially manageable pace only when human emissions are reduced to zero.,NOT_ENOUGH_INFO
There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO
"There are a number of forcings which affect climate (eg - stratospheric aerosols, solar variations).",SUPPORTS
The IPCC no longer includes the ‘Hockey stick’ chart in its reports.,NOT_ENOUGH_INFO
Dropped stations show more warming than kept stations.,SUPPORTS
They changed the name from 'global warming' to 'climate change'.,NOT_ENOUGH_INFO
"Temperatures cooled from about 1940 to 1975, and then they rose from about ’75 to about 2005 or so, and since then they’ve been flat or cooling.",NOT_ENOUGH_INFO
Methane is the only cause of climate change.,NOT_ENOUGH_INFO
"But more than 7% of deaths are related to cold—counting hypothermia, as well as increased blood pressure and risk of heart attack that results when the body restricts blood flow in response to frigid temperatures.”",SUPPORTS
"The most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",SUPPORTS
Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming.,SUPPORTS
Greenland has only lost a tiny fraction of its ice mass,REFUTES
Humans have been through climate changes before- but mostly cold ones and,SUPPORTS
"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO
"“The most famous of these studies, published in 2010 by Paul Kench and Arthur Webb of the South Pacific Applied Geoscience Commission in Fiji, showed that of 27 Pacific islands, 14% lost area.",REFUTES
"Their ECS estimate is 1.5 degrees, with a probability range between 1.05 and 2.45 degrees.",REFUTES
“Underneath the permafrost there are sediments full of methane hydrates.,SUPPORTS
"Arctic greening was recently cited, in a major report by the U.S. Geological Survey, as the central reason that the state of Alaska, despite worsening wildfires and more thaw of permafrost, might still be able to stow away more carbon than it loses over the course of the 21st century.”",NOT_ENOUGH_INFO
Tuvalu sea level isn't rising,REFUTES
"When stomata-derived CO2 (red) is compared to ice core-derived CO2 (blue), the stomata generally show much more variability in the atmospheric CO2 level and often show levels much higher than the ice cores.",NOT_ENOUGH_INFO
[subsidies for wind and solar] add to emissions because coal-fired elec­tricity needs to be on standby for when there is no wind or sunshine.,NOT_ENOUGH_INFO
"The grasslands, crops, forests and territorial waters of Australia absorb more carbon dioxide than Australia emits.",SUPPORTS
The late 1970s marked the end of a 30-year cooling trend.,NOT_ENOUGH_INFO
A variety of different measurements find steadily rising sea levels over the past century.,SUPPORTS
"Most glaciers are retreating, posing a serious problem for millions who rely on glaciers for water.",SUPPORTS
Multiple lines of evidence indicate Greenland's ice loss is accelerating and will contribute sea level rise in the order of metres over the next few centuries.,SUPPORTS
During the period 1940 to 1976 there was a cooling of the climate despite increasing CO2 levels.,REFUTES
Is the Great Barrier Reef in good shape?,REFUTES
The new research showed that [oxygen isotopes in foraminifera] can change,NOT_ENOUGH_INFO
"Rising CO2 increases atmospheric water vapor, which makes global warming much worse.",SUPPORTS
"“Every day, nature puts twenty times as much carbon dioxide into the atmosphere as all of Earth industries.",SUPPORTS
there is no relationship between temperature and carbon dioxide emissions by Â­humans[...],REFUTES
Increases in atmospheric CO2 followed increases in temperature.,SUPPORTS
The sun has not warmed since 1970 and so cannot be driving global warming.,SUPPORTS
Ocean acidification is the terrifying threat whereby all that man-made CO2 we’ve been pumping into the atmosphere may react with the sea to form a sort of giant acid bath.,SUPPORTS
2nd law of thermodynamics contradicts greenhouse theory.,NOT_ENOUGH_INFO
"The world has entered a 'cold mode' which is likely to bring a global dip in temperatures which will last for 20 to 30 years, they say.",REFUTES
"The bushfires in Australia were caused by arsonists and a series of lightning strikes, not 'climate change'.",REFUTES
"Given that a doubling of carbon dioxide would change the surface heat flux by only two watts per square meter, it is evident that a small change in cloud cover can strongly affect the response to carbon dioxide.""",NOT_ENOUGH_INFO
CO2 changes are closely related to temperature.,SUPPORTS
During the 2013 election campaign the Coalition said its first legislative priority in government would be to scrap the carbon tax.,SUPPORTS
"“Earlier this month, NASA scientists provided a visualization of a startling climate change trend — the Earth is getting greener, as viewed from space, especially in its rapidly warming northern regions.",NOT_ENOUGH_INFO
"Climate scientist James Hansen: ""We may have up to 50 years"", or maybe a little longer"" and at this point we see 10, 20, 30 feet above sea level.""",REFUTES
"As president, Obama will immediately close the Mississippi River Gulf Outlet, which experts say funneled floodwater into New Orleans.",NOT_ENOUGH_INFO
"Correspondingly, the global surface temperature has also dropped.""",SUPPORTS
What they find is sea level rise has been steadily accelerating over the past century.,SUPPORTS
"Our children and grandchildren will look back on the climate deniers and ask how they could have sacrificed the planet for the sake of cheap fossil fuel energy, when the cost of inaction exceeds the cost of a transition to a low-carbon economy,’ Watson said.",SUPPORTS
"Converting to these cleaner sources [of energy] may be somewhat costlier in the short term, but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air.",SUPPORTS
"according, again, to the official figures—during this past 10 years, if anything, mean global temperature, average world temperature, has slightly declined",REFUTES
The Conservatives' recent budget made no mention of climate change.,NOT_ENOUGH_INFO
"U.S. Sen. Ron Johnson voted to let oil and gas companies emit ""unlimited carbon pollution into our air""",NOT_ENOUGH_INFO
"I think about all the 194 countries that signed onto the Paris accord, the U.S. is the one that's leading the world in reducing emissions.",REFUTES
"""So  recently the media picked up on the fact that CRU deleted the raw data for this  important global temperature set long ago.",REFUTES
"Dr. Gutzler said spring temperatures have an impact, too, with warmer air causing more snow to turn to vapor and essentially disappear.",NOT_ENOUGH_INFO
"But Trenberth’s ""lack of warming at the moment"" has been going on at least a decade.",SUPPORTS
Chemtrails contain toxic substances such as barium salts that are 10 thousand times more toxic to your nervous system than lead,REFUTES
There is no statistical evidence that global warming is intensifying[...] droughts,REFUTES
Seven and a half years have passed since there was no trend towards global warming.,REFUTES
"""The Keeling curve, which is widely used to show the increase in CO2 emissions, is based on data from the top of Mount Mauna Loa in Hawaii.",SUPPORTS
"Although it has some very important and beneficial effects, CO2 meets the legal and encyclopedic definitions of a ""pollutant"", and human CO2 emissions pose a threat to public health and welfare.",SUPPORTS
"Hocker is claiming that his model shows that the long-term upward trend in CO2 is explained by temperature, when his methods actually removed the long-term trend.",SUPPORTS
"The rapid changes in the climate may have profound consequences for humans and other species… Severe drought caused food shortages for millions of people in Ethiopia, with a lack of rainfall resulting in “intense and widespread” forest fires in Indonesia that belched out a vast quantity of greenhouse gas",SUPPORTS
Global average temperatures over land have plummeted by more than 1C since the middle of this year – their biggest and steepest fall on record.,NOT_ENOUGH_INFO
There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,REFUTES
"‘We don’t expect record years every year, but the ongoing long-term warming trend is clear.’”",SUPPORTS
Satellites measure Antarctica losing land ice at an accelerating rate.,REFUTES
Schmittner finds low climate sensitivity.,NOT_ENOUGH_INFO
Medieval Warm Period was warmer than the climate warming today.,NOT_ENOUGH_INFO
"Thousands of coral atolls have ""drowned"" when they are unable to grow fast enough to survive at sea level.",REFUTES
Donald Trump claims Global Warming is a hoax,SUPPORTS
Species that have a lot of plasticity tend to be generalists.,NOT_ENOUGH_INFO
Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS
"Antarctica is gaining land-based ice, according to a new study by NASA scientists published in the Journal of Glaciology",REFUTES
The amount of heat energy coming out of the Earth is too small to even be worth considering.,REFUTES
The idea that the much smaller carbon dioxide cycle is now controlling the water cycle is not very likely.,NOT_ENOUGH_INFO
Human beings are too insignificant to affect the global climate.,REFUTES
Early 20th century warming was in large part due to rising solar activity and relatively quiet volcanic activity.,SUPPORTS
"If a major hurricane is approaching with a predicted storm surge of 10-14 feet, are you really going to worry about a sea level rise of 1 inch per decade?”",NOT_ENOUGH_INFO
New photosynthesis study shows that Earth is not warming as predicted by climate models,REFUTES
Deforestation has made humans more vulnerable to pandemics,SUPPORTS
"Sea level rise, which was occurring long before humans could be blamed, has not accelerated.",REFUTES
Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,SUPPORTS
Methane plays a minor role in global warming but could get much worse if permafrost starts to melt.,SUPPORTS
"In Alaska, already, researchers have discovered remnants of the 1918 flu that infected as many as 500 million and killed as many as 100 million”",SUPPORTS
"When the heat buildup in the ocean is taken into account, global temperatures are rising relentlessly.",SUPPORTS
"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO
Lindzen and Choi’s paper is viewed as unacceptably flawed by other climate scientists.,SUPPORTS
"“Healthy societies do not fall apart over slow, widely predicted, relatively small economic adjustments of the sort painted by climate analysis.",NOT_ENOUGH_INFO
"Once the atmosphere reaches a saturation point, additional input of CO2 will not really have any major impact.",NOT_ENOUGH_INFO
The ­atmospheric residency time of carbon dioxide is five years,NOT_ENOUGH_INFO
Numerous papers have documented how IPCC predictions are more likely to underestimate the climate response.,SUPPORTS
A drop in volcanic activity caused warming.,NOT_ENOUGH_INFO
"Human-produced carbon might be one of the factors [of climate change], but there’s simply no evidence that it is a significant one.",REFUTES
"Temperatures in the Arctic have soared recently, and scientists are struggling to explain exactly why.",SUPPORTS
Infrared Iris will reduce global warming,NOT_ENOUGH_INFO
"This provides a direct, empirical causal link between CO2 and global warming.",SUPPORTS
"""So  recently the media picked up on the fact that CRU deleted the raw data for this  important global temperature set long ago.",REFUTES
"HAARP may deliberately create destruction on a global scale, causing earthquakes, cyclones, flooding, snowstorms, around the world; HAARP may be attacking the citizens of the world telepathically, influencing thoughts with low frequency vibrations",REFUTES
What you were not told was that the data that triggered this record is only available back to the late 1970s.,REFUTES
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,NOT_ENOUGH_INFO
The most recent ocean measurements show consistent warming.,SUPPORTS
The models predicted about three times the amount of warming in the world we’ve seen since [1988].,SUPPORTS
"(In technical lingo, the so-called social cost of carbon would be negative.)”",NOT_ENOUGH_INFO
Water vapor is the most powerful greenhouse gas,SUPPORTS
Neptune's orbit is 164 years so observations (1950 to present day) span less than a third of a Neptunian year.,SUPPORTS
Satellites measure Antarctica losing land ice at an accelerating rate.,SUPPORTS
"Forest fires are caused by poor management, not climate change.",REFUTES
Coral atolls grow as sea levels rise.,SUPPORTS
Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,SUPPORTS
“Underneath the permafrost there are sediments full of methane hydrates.,SUPPORTS
"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,REFUTES
Venus is not hot because of a runaway greenhouse.,NOT_ENOUGH_INFO
Climate scientists use the 20th-century average as a benchmark for global temperature measurements.,NOT_ENOUGH_INFO
90 percent of the world's glaciers are growing.,REFUTES
CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend.,SUPPORTS
Solar cycles cause global warming.,NOT_ENOUGH_INFO
"However, more direct comparisons between solar activity and global temperature finds that  as the sun grew hotter or cooler, Earth's climate followed it with a 10 year lag - presumably due to the dampening effect of the ocean.",REFUTES
The claim sea level isn’t rising is based on blatantly doctored graphs and conspiracy theories that are contradicted by empirical observational data.,NOT_ENOUGH_INFO
"By regulating the Earth’s cloud cover, the Sun  can turn the temperature up and down. ...",NOT_ENOUGH_INFO
"But observations, such as those on our CO2 Coalition website, show that increased CO2 levels over the next century will cause modest and beneficial warming—perhaps as much as one degree Celsius (1.8 degrees Fahrenheit)",NOT_ENOUGH_INFO
it’s not a pollutant that threatens human civilization.,NOT_ENOUGH_INFO
"""Skeptics hope that Postma’s alternative thermal model will lead  to the birth of a new climatology, one that actually follows the laws of  physics and properly physical modeling techniques...",NOT_ENOUGH_INFO
Forget what global warming activists would lead you to believe—2015 was not even close to the hottest year on record.,NOT_ENOUGH_INFO
"On Feb. 7, several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record.",SUPPORTS
Global Ocean Circulation Appears To Be Collapsing Due To A Warming Planet,SUPPORTS
"Alaska Sen. Mark Begich ""is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.""",NOT_ENOUGH_INFO
"While the Medieval Warm Period saw unusually warm temperatures in some regions, globally the planet was cooler than current conditions.",NOT_ENOUGH_INFO
Climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’.,REFUTES
"Thousands of coral atolls have ""drowned"" in the past when they were unable to grow fast enough to maintain a presence at sea level",NOT_ENOUGH_INFO
"‘Summers keep getting hotter,’ said Friederike Otto of the University of Oxford, who conducted extensive research into data from the heatwave that spread Europe in June, July and August 2017.",NOT_ENOUGH_INFO
"If global warming caused the 2014 Queensland heat wave, why wasn’t it as severe as the 1972 Queensland heat wave?”",NOT_ENOUGH_INFO
We now know that the planetary energy balance is determined by the upper levels of the troposphere and that the saturation of the absorption at the central frequency does not preclude the possibility to absorb more energy.,NOT_ENOUGH_INFO
Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,NOT_ENOUGH_INFO
"For what appears to be the first time since scientists began keeping track, sea ice in the Arctic and the Antarctic are at record lows this time of year.",SUPPORTS
Renewables can't provide baseload power.,REFUTES
Scientists have found no consistent correlation between CO2 and temperature; scientists do not know whether earth will warm or cool in future,REFUTES
[ocean acidification was ] First referenced in a peer-reviewed study in Nature in 2003,SUPPORTS
The most recent IPCC report lays out a future if we limit global heating to 1.5°C instead of the Paris Agreement’s 2°C.,REFUTES
"Surface temperatures on Earth ""have stabilized.""",REFUTES
Water vapor is the most powerful greenhouse gas.,SUPPORTS
Tony Abbott the Opposition must respect the Government's mandate to overturn the carbon tax.,NOT_ENOUGH_INFO
"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed",REFUTES
"Tony Abbott, the opposition, must respect the government's mandate to lift the CO2 tax.",REFUTES
"However, studies have determined that current technology is sufficient to reduce greenhouse gas emissions the necessary amount, and that we can do so without significant impact on the economy.",NOT_ENOUGH_INFO
They all confirm the original hockey stick conclusion: the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920.,NOT_ENOUGH_INFO
Statistical analysis of the rate of warming over different periods find that warming from 1970 to 2001 is greater than the warming from both 1860 to 1880 and 1910 to 1940.,NOT_ENOUGH_INFO
"(Koch Industries) is one of the worst in toxic air pollution in the United States ... and eliminates more greenhouse gases that change the climate than oil giants Chevron, Shell and Valero.",REFUTES
Great Barrier Reef Sea Surface Temperature No Change In 150 Years,REFUTES
“So now we’re able to explain from natural factors how we’ve had the 20th Century warming.,NOT_ENOUGH_INFO
This small warming is  likely a result of the natural alterations in global ocean currents  which are driven by ocean salinity variations.,SUPPORTS
"“With a record El Niño, we should have experienced record high temperatures.",SUPPORTS
"While it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.",REFUTES
Plugging this device into a car’s fuse box can reduce fuel consumption by at least 35% and up to 75% by converting the car into a hybrid.,REFUTES
"‘The dry periods are drier and the wet periods are wetter,’ said Jeffrey Mount, a water expert and senior fellow at the Public Policy Institute of California.",SUPPORTS
"Scientists have known for some time, from multiple lines of evidence, that humans are changing Earth’s climate, primarily through greenhouse gas emissions.",SUPPORTS
"“Sea level rise, which was occurring long before humans could be blamed, has not accelerated and still amounts to only 1 inch every ten years.",NOT_ENOUGH_INFO
"Burning fuel to produce fertiliser to grow feed, to  produce meat and to transport it - and clearing vegetation for grazing -  produces 9 per cent of all emissions of carbon dioxide, the most common  greenhouse gas.",SUPPORTS
"The amount of summer sea ice in the Arctic has steadily declined over the past few decades because of man-made global warming, according to the National Oceanic and Atmospheric Administration.",SUPPORTS
"Rather than 100 years of unprecedented global warming as predicted by  IPCC, the global temperatures have leveled off and we seem to be heading  for cooler weather.""",REFUTES
"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",NOT_ENOUGH_INFO
"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.",SUPPORTS
"The ""decline"" refers to a decline in northern tree-rings, not global temperature, and is openly discussed in papers and the IPCC reports.",SUPPORTS
"""January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.",NOT_ENOUGH_INFO
"Instead of negotiating over climate change policies and trying to make them more market-oriented, some political conservatives have taken the approach of blocking them by trying to undermine the science.",NOT_ENOUGH_INFO
"“We have been cooling down for the past 4000 years”; the Earth has cooled since the ‘medieval warming’, “It’s all about when you start the measurements”",REFUTES
"“In 2009, then-British Prime Minister Gordon Brown predicted that the world had only 50 days to save the planet from global warming.",NOT_ENOUGH_INFO
"When we do the calculations and include all radiative forcings and the amount of heat being absorbed by the oceans, it shows that the Earth has warmed almost exactly as much as we would expect.",NOT_ENOUGH_INFO
"I am thinking of all 194 countries that have signed the Paris Agreement, the United States is the world's leader in reducing emissions.",REFUTES
"North America suffers extreme weather events including wildfires, drought, and heatwaves.",NOT_ENOUGH_INFO
"In Albany, New York, the high temperature of 74 degrees on Thursday was the warmest temperature on record for any day during the months of December, January and February.",NOT_ENOUGH_INFO
"""However, a single scientist, Dr. Ben Santer of Lawrence Livermore National Laboratory, rewrote the draft at the IPCC’s request, deleting all five statements, replacing them with a single statement to the effect that a human influence on global climate was now discernible, and making some 200 consequential amendments.",NOT_ENOUGH_INFO
The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,NOT_ENOUGH_INFO
"I am talking about the slaughter, death, and starvation of 6 billion people this century—thats what the science predicts.",REFUTES
There is no question whatsoever that the CO2 increase is human-caused.,SUPPORTS
Most people expect this year will see a record low in the Arctic’s summer sea-ice cover.,NOT_ENOUGH_INFO
But when the Arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated.,SUPPORTS
Australian households will benefit to the tune of $550 a year if the carbon tax is axed.,NOT_ENOUGH_INFO
Earth about to enter 30-YEAR ‘Mini Ice Age’,NOT_ENOUGH_INFO
"according, again, to the official figures—during this past 10 years, if anything, mean global temperature, average world temperature, has slightly declined.",NOT_ENOUGH_INFO
Global Warming history completely coincides with the history of artificial satellites and the use of microwave frequencies from outer space.,NOT_ENOUGH_INFO
Climate scientists are telling us it’s likely we’re going to be in for a period of cooling.,NOT_ENOUGH_INFO
"Since the end of 2012, in addition, the total extent of polar ice has remained well above the post-1979 average.",REFUTES
This could mean the landmark Paris Climate Agreement – which seeks to limit global warming to 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial levels – may not be enough to ward off catastrophe.,NOT_ENOUGH_INFO
"""Skeptics hope that Postma’s alternative thermal model will lead  to the birth of a new climatology, one that actually follows the laws of  physics and properly physical modeling techniques...",NOT_ENOUGH_INFO
"it later emerged that its creator Dr Michael Mann had spliced too [sic] datasets together – tree-rings showing temperatures going back hundreds of years, then recent thermometer readings for the more recent decades.",NOT_ENOUGH_INFO
"While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”",NOT_ENOUGH_INFO
Sea level rise is decelerating.,REFUTES
[CO2] has increased 43 percent above the pre-industrial level so far,NOT_ENOUGH_INFO
"Temperatures in the Arctic have soared recently, and scientists are struggling to explain exactly why.",NOT_ENOUGH_INFO
"Volcanoes Melting West Antarctic Glaciers, Not Global Warming",SUPPORTS
The global dimming trend reversed around 1990 - 15 years after the global warming trend began in the mid 1970's.,NOT_ENOUGH_INFO
The warming rate according to the data is much slower than the models used by the IPCC,REFUTES
The Sun and not human emissions of carbon dioxide may be the main cause of warmer temperatures in recent decades. There is a systemic bias in UN IPCCs data selection.,REFUTES
"Thanks to a rapid rebound in recent months, global sea ice levels now equal those seen 29 years ago, when the year 1979 also drew to a close.",SUPPORTS
climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’,REFUTES
Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,SUPPORTS
by that I mean the central Arctic will be ice-free.,SUPPORTS
Global warming is increasing the risk of heatwaves.,SUPPORTS
"The modelers confused cause and effect, thereby getting the feedback in the wrong direction.""",NOT_ENOUGH_INFO
The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.,NOT_ENOUGH_INFO
"A number of independent investigations from different countries, universities and government bodies have investigated the stolen emails and found no evidence of wrong doing.",NOT_ENOUGH_INFO
Evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative.,NOT_ENOUGH_INFO
The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.,NOT_ENOUGH_INFO
"""a paper...in Science magazine concludes that the climate sensitivity—how much the earth’s average temperature will rise as a result of a doubling of the atmospheric concentration of carbon dioxide—likely (that is, with a 66% probability) lies in the range 1.7°C to 2.6°C, with a median value of 2.3°C.",SUPPORTS
"The current solar minimum could last for more than three decades, which could lead to temperatures that are falling worldwide, the scientists warned.",REFUTES
"Most of the warming occurred in the past 35 years, with the five warmest years on record taking place since 2010.",NOT_ENOUGH_INFO
CO2 is not the cause of our current warming trend; Arctic sea ice has expanded in recent years; Polar bears’ population is growing and is not threatened by climate change; CO2 is good for plant life,REFUTES
"Ever since 2012, scientists have been debating a complex and frankly explosive idea about how a warming planet will alter our weather — one that, if it’s correct, would have profound implications across the Northern Hemisphere and especially in its middle latitudes",SUPPORTS
The figure traditionally cited that suggests 97 per cent of climate scientists agree that global warming is man-made was also found to be flawed.,REFUTES
"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",SUPPORTS
"The temperature does not rise as fast as the models of alarmist computer predicted. You know, it is much, much less, factors of 2 or 3 less.",REFUTES
"“ NASA concurred with NOAA, also declaring 2016 the warmest year on record in its own data set that tracks the temperatures at the surface of the planet’s land and oceans, and expressing ‘greater than 95 percent certainty’ in that conclusion.",SUPPORTS
"When water temperatures become too high, coral becomes stressed and expels the algae, which leave the coral a bleached white color.",SUPPORTS
 The discrepancy between model-predicted warming and (lower) real-world observations has inspired new respect for natural climate variability relative to greenhouse-gas forcing. ,NOT_ENOUGH_INFO
"The Greenland ice sheet is at least 400,000 years old and warming was not global when Europeans settled in Greeland 1,000 years ago",NOT_ENOUGH_INFO
"Global lightening is caused by changes in the cloud cover, reflective aerosols and absorbing aerosols.",REFUTES
Infrared Iris will reduce global warming,NOT_ENOUGH_INFO
The official observed temperatures are coming consistently below the scary global warming numbers; Melting polar ice triggers ice age,REFUTES
"A World Heritage site, it is currently under assault from unusually hot ocean temperatures,”",NOT_ENOUGH_INFO
President Hilda Heine has told reporters that longtime residents are leaving the Marshall Islands because climate change is threatening the nation’s existence.”,NOT_ENOUGH_INFO
The El Nino Southern Oscillation shows close correlation to global temperatures over the short term.,NOT_ENOUGH_INFO
the kind of extreme heat we saw this past summer will be the norm,SUPPORTS
(Kerr 2007) points out that the sunlight-reflecting haze that cools much of the planet seems to have thinned over the past decade or so.,SUPPORTS
"An area of coastal ecosystems larger than New York City is destroyed every year, removing an important buffer from extreme weather for coastal communities and releasing carbon dioxide into the atmosphere.",SUPPORTS
as continents rise after the overlying ice has melted,NOT_ENOUGH_INFO
Measurements of carbon isotopes and falling oxygen in the atmosphere show that rising carbon dioxide is due to the burning of fossil fuels and cannot be coming from the ocean.,SUPPORTS
Evidence is growing that the comparatively cold zone within the Northern Atlantic could be due to a slowdown of this global ocean water circulation.,SUPPORTS
"Climate skeptics argue temperature records have been adjusted in recent years to make the past appear cooler and the present warmer, although the Carbon Brief showed that NOAA has actually made the past warmer, evening out the difference.",NOT_ENOUGH_INFO
The April low temperatures here are now about 6 degrees Fahrenheit warmer than they used to be.,NOT_ENOUGH_INFO
"“The IPCC reports also don’t fully account for the albedo effect (less ice means less reflected and more absorbed sunlight, hence more warming); more cloud cover (which traps heat); or the dieback of forests and other flora (which extract carbon from the atmosphere).",SUPPORTS
the U.S. is shattering high temperature records far more frequently than it is shattering low temperature records.,NOT_ENOUGH_INFO
"However, it is unable to explain the long term warming trend over the past few decades.",REFUTES
"They were going to be gone by now, but now they're setting records",NOT_ENOUGH_INFO
There is a car that only runs on water,REFUTES
"Over 31,000 scientists signed the OISM Petition Project.",NOT_ENOUGH_INFO
About 97% of climate experts agree that humans are responsible for global warming.,REFUTES
"While such a storm does not happen in New England anymore, it happened again there in 1675, with elderly eyewitnesses comparing it to the 1635 storm.",NOT_ENOUGH_INFO
